QtyOnHand,ID
2,3436001M92@2339
28,3438830M1@2339
2,3467746M1@2339
1,3474591M91@2339
2,3476064M1@2339
2,3478344M1@2339
11,3484806M1@2339
3,3503779M1@2339
2,3530744M1@2339
19,3532770M1@2339
3,3534600M1@2339
4,3535074M91@2339
17,3536075M1@2339
3,3539464M1@2339
4500,354054X1@2339
6,3541398M1@2339
7,3542386M91@2339
2,3542733M91@2339
31,3544922M1@2339
3,3545815M1@2339
36,3546170M1@2339
4,3546593M1@2339
1,3547308M91@2339
5,3547433M91@2339
50,3535622M1@2339
2,3536802M1@2339
3,3537554M91@2339
1,3537686M91@2339
2,3539016M92@2339
2,3539350M1@2339
3,3541316M1@2339
1,3541608M91@2339
8,3542330M1@2339
3,3542831M92@2339
72,354501X1@2339
4,3546509M91@2339
9,3548099M91@2339
4,3548314M91@2339
1,3549170M91@2339
2,3551650M91@2339
6,3555350M1@2339
2,3557239M2@2339
3,3558674M92@2339
5,3559771M1@2339
2,3580835M91@2339
5,3581134M3@2339
1,3582012M00@2339
8,3596164M93@2339
2,3596879M91@2339
2,3598185M1@2339
4,3436941M1@2339
3,3472838M91@2339
8,3476081M1@2339
2,3478476M1@2339
4,35-0010@2339
6,3503777M1@2339
2,3505700M91@2339
12,3507541M1@2339
1,3510981M91@2339
11,3511655M91@2339
6,3530176M91@2339
5,3530718M92@2339
40,3531661M2@2339
5,3532800M91@2339
7,3533101M1@2339
2,3535610M91@2339
12,3536718M1@2339
4,3537553M91@2339
3,3538775M2@2339
6,3539012M1@2339
3,031-300-060-071@2267
1,031-300-060-488@2267
5,03248261@0111
3414,03735000@0104
1,037374@1607
3,100522@1630
2,1005823C91@0096
1,1006149@0311
4,1006718@1650
1,1006731@0311
12,1007412@0161
2,100788@2003
2,1008183@0043
15,100830@1630
4,100926@1630
1717,100X80@0104
3,10100561@1972
1,1011069C1@0096
5,101126@0009
8,1011870@0161
3,1012@1952
4,101309@1630
14,1013660@0161
10,1013789@0161
5,3539645M1@2339
4,3547921M91@2339
2,3548929M92@2339
9,3550550M91@2339
2,3550972M91@2339
2,3552650M93@2339
3,3718360M1@2339
32,3726208M1@2339
1,3727514M1@2339
3,3734457M1@2339
5,3736087M1@2339
1,3736158M1@2339
2,3754436M1@2339
4,3754882M1@2339
3,3755235M1@2339
1,3762363M91@2339
2,3763012M1@2339
3,3764248M1@2339
2,3765139M91@2339
3,3777906M1@2339
3,3778595M1@2339
1,3779050M2@2339
3,3790461M12@2339
12,1014213CC@0211
12,1014339@0161
2,1014472@0161
162,1014648@0161
7,101511@0443
15,1015391CC@0211
2,1016077@2130
25,01824012@0104
2,0190260020@0211
2,02-001-009@1490
18,02-021759@0149
10,02-120-021@1490
5,02-460-072@1490
24,02-7000845@0317
1,02006100R@0278
1,0203132025@0211
4,02049300@0278
6,0205-00100@1981
5,0205-00408@1981
16,0205-02154@1981
1,0205-02369@1981
3,02061145@0612
244,02090-11060@1566
3,3791120M91@2339
2,3809357M91@2339
3,3813775M91@2339
2,3814854M1@2339
6,3816441M1@2339
12,4000228M1@2339
3,40-3025152@2339
3,40V1091487@2339
2,443905M91@2339
49,3633269M1@2339
2,3633459M1@2339
10,3633474M1@2339
2,3634158M91@2339
1,3635601M1@2339
3,3636435M91@2339
4,3636853M1@2339
2,3638080M1@2339
3,3642199M1@2339
3,3642384M1@2339
1,3643042M91@2339
1,3643161M91@2339
30,3643348M1@2339
14,3647182M1@2339
2,0211-0500-3104@0104
7,021152300@1954
5,0212402@2002
2,0216-9194@1098
7,0234102@2002
1,0249118@2002
156,02528001@0104
32,02540001@0104
50,025589-2@0104
2,0-510-665-356@0110
1,0-822-024-001@0110
2,0-986-430-001@0110
1,0-986-618-124@0110
2,00-021433@0628
3,000.963.21.16@0612
1,00007412@1607
5,00015398@1607
4,000593@0612
8,0009215073@0132
10,0009632033@0132
1,001002-19023@0664
2,001002-25300@0612
10,001005-19009@0612
2,3648580M2@2339
2,3649017M92@2339
3,3649907M91@2339
5,3652390M1@2339
2,3653657M1@2339
4,368301X1@2339
4,3699874M94@2339
4,3705630M91@2339
1,3706498M1@2339
3,3706854M1@2339
3,3707191M1@2339
4,371046X1@2339
6,3557905M1@2339
2,3559633M91@2339
42,357621X1@2339
130,3580373M1@2339
1,3580999M1@2339
1,3582560M1@2339
1,3583077M1@2339
7,3596627M1@2339
5,3598684M1@2339
6,3609992M1@2339
2,3612888M1@2339
6,3632807X1@2339
2,3633246M91@2339
4,3633456M1@2339
2,3634019M91@2339
3,3634138M91@2339
8,3636415M1@2339
1,3636779M1@2339
4,3636865M1@2339
4,3636886M1@2339
3,3642463M1@2339
3,3643813M1@2339
2,3647264M91@2339
4,3648813M91@2339
2,3649215M91@2339
2,3652710M92@2339
22,3387883M2@2339
4,3389840M1@2339
66,339670X1@2339
1,3427229M1@2339
1,3429854M2@2339
1,3436534M1@2339
1,3475591M1@2339
5,3501134M1@2339
4,3505725M91@2339
4,3511044M1@2339
4,3530884M3@2339
4,3531707M91@2339
3,3532102M92@2339
15,3532773M1@2339
1,3532949M91@2339
4,3533012M1@2339
2,3534390M92@2339
17,3535399M1@2339
8,3536803M1@2339
6,3538902M91@2339
8,3539018M91@2339
4,3539318M2@2339
2,3539422M1@2339
5,3539435M1@2339
2,3539767M2@2339
3,3540332M1@2339
2,3541315M1@2339
4,3540155M1@2339
3,3540885M91@2339
10,3541400M1@2339
3,3541899M91@2339
55,354304X1@2339
1,3545546M1@2339
2,3546243M92@2339
10,3548320M1@2339
1,3550531M92@2339
3,3550948M1@2339
2,3552561M1@2339
10,3554815M92@2339
2,3556699M1@2339
4,3557235M1@2339
2,3557489M1@2339
3,3557962M91@2339
3,3558220M91@2339
3,3559905M92@2339
100,356905X1@2339
15,3580138M1@2339
3,3580703M91@2339
1,3582118M1@2339
2,3596192M1@2339
8,3609203A91@2339
2,3609790M1@2339
1,3615584M2@2339
2,35P1889@2339
27,360663X1@2339
2,3609710M91@2339
7,3612286M1@2339
2,3614358M91@2339
2,3615398M00@2339
1,3618317M2@2339
7,3618459M1@2339
10,3632396M1@2339
2,3632785M1@2339
4,3632943M1@2339
2,3633336M91@2339
3,3633432M1@2339
2,3634009M91@2339
3,3634080M91@2339
6,3634139M91@2339
3,3634436M91@2339
2,3634439M91@2339
2,3635571M1@2339
2,3635737M1@2339
3,3636551M1@2339
7,364048X1@2339
4,3642281M1@2339
3,3642440M1@2339
1,3642704M1@2339
1,3642911M1@2339
4,3548848M91@2339
2,3549541M91@2339
2,3552193M1@2339
1,3555068M92@2339
4,3555553M1@2339
1,3559504M91@2339
210,357352X1@2339
1,3582652M11@2339
1,3583474M1@2339
2,3585396M91@2339
6,3595131M1@2339
3,3596086M1@2339
4,3608974M91@2339
10,3611670M1@2339
1,3615372M00@2339
2,3617467M2@2339
3,3632546M91@2339
3,3632668M1@2339
4,3634149M91@2339
3,3634150M91@2339
2,3634154M91@2339
2,3642383M1@2339
1,3642924M91@2339
2,3643198M1@2339
2,3643642M1@2339
3,3647011M91@2339
2,3544714M1@2339
2,3546542M93@2339
1,3546728M92@2339
4,3548080M1@2339
6,3548443M92@2339
2,3549417M2@2339
1,3551587M91@2339
1,3552673M1@2339
1,3553103M1@2339
2,3553728M92@2339
2,3554584M2@2339
3,3555508M93@2339
2,3555864M1@2339
2,3556033M92@2339
2,3556525M93@2339
3,3556892M91@2339
2,3557821M1@2339
2,3558067M1@2339
56,00105.1543@0612
2,001139000@1954
4,001208353M@1851
1,001247900@1954
2,00188-0641-1000@0104
1,002031-19090@0612
16,00210003@0104
8,002111-06070@0612
2,002111-06080@0612
2,0107-12-12@0104
4,0107.30A.09@0612
4,01099400@0278
1,011-761-99147@0110
20,011001-32A21@0612
258,01117.2952@0612
2,011181500@1954
5,0116-1848@1098
8,0118-0815@1098
1,01212300@0278
5,01223200@0278
1,01241600@0278
1,0133.02@1208
1,3558589M92@2339
2,3558684M91@2339
2,3559772M91@2339
1,3596315M1@2339
1,3599268M91@2339
31,360032X1@2339
75,3609420M91@2339
1,3612782M92@2339
2,3553442M4@2339
1,3554714M2@2339
3,3555351M1@2339
2,3556036M92@2339
2,3557490M1@2339
3,3557963M91@2339
3,3558221M91@2339
4,3580797M1@2339
5,3582732M1@2339
83,358691X1@2339
5,3596191M1@2339
2,3598237M92@2339
4,35P292@2339
23,3609610A91@2339
4,3611818M1@2339
1,3615588M2@2339
1,3618636M1@2339
3,3623194M1@2339
4,3632309M1@2339
6,3632399M1@2339
2,3632836M1@2339
1,3634014M1@2339
2,3634085M91@2339
1,3634430M1@2339
7,3636413M1@2339
6,3638582V91@2339
3,3647555M93@2339
2,3647831M92@2339
3,3648229M2@2339
2,3649016M2@2339
10,3649796M1@2339
2,3650105M91@2339
2,3651836M91@2339
5,3653627M91@2339
1,3656223M91@2339
2,3658879J9A@2339
7,366555X1@2339
1,3699770M93@2339
2,3706855M1@2339
1,3706929M1@2339
1,3707122M1@2339
3,3707203M91@2339
1,3707220M91@2339
1,3712923M1@2339
2,3715754M1@2339
2,3718818M91@2339
1,3719103M91@2339
3,3719621M91@2339
4,3719633M1@2339
6,373101X1@2339
1,3731827M1@2339
4,3732673M1@2339
3,3658700M91@2339
1,3667795M91@2339
2,3700641M91@2339
4,3706121M1@2339
13,3706273M1@2339
5,3706404M1@2339
4,3707181M1@2339
1,3713398M1@2339
5,3715823M1@2339
1,3724721M1@2339
1,3727175M1@2339
2,3734684M1@2339
1,3755272M1@2339
3,3755541M1@2339
12,3762358M1@2339
1,3763010M91@2339
1,3777555M3@2339
2,3777849M2@2339
3,3777928M1@2339
2,3778899M1@2339
2,378477X1@2339
1,3790683M1@2339
11,38-0069@2339
3,3811483M92@2339
3,3813585M91@2339
4,3814525M2@2339
6,3615559M1@2339
2,3618550M2@2339
2,3619372M92@2339
2,3632849M91@2339
5,3633423M1@2339
5,3633427M1@2339
2,3634015M1@2339
3,3634088M91@2339
3,3634144M1@2339
4,3635587M91@2339
4,3635902M91@2339
3,3636589M1@2339
5,3636628M1@2339
2,3642372M1@2339
2,3642512M91@2339
7,3643327M91@2339
1,3643578M91@2339
1,3647647M92@2339
2,3648007M1@2339
2,3649026M92@2339
2,3649052M1@2339
2,3649656M91@2339
3,3651224M91@2339
7,365340X1@2339
14,3657246M1@2339
1,3659504M1@2339
2,3618001M2@2339
2,3632040M1@2339
3,3632839M1@2339
1,3633504M1@2339
1,3634425M1@2339
4,3636455M91@2339
1,3640720M1@2339
2,3642396M91@2339
1,3642874M91@2339
2,3642942M1@2339
1,3642994M1@2339
2,3643314M1@2339
2,3644303M91@2339
2,3647562M1@2339
2,3648759M91@2339
2,3649653M91@2339
2,3649988M1@2339
4,3654025M91@2339
11,3658407M1@2339
4,368705X1@2339
5,3699338M3@2339
21,370037X1@2339
5,3705022M1@2339
1,3705475M91@2339
1,3706744M1@2339
3,3706847M1@2339
757,013362-3@0104
10,01573-20208@1563
4,01602-21236@1566
1,0190007150@0211
3,0190311010@0211
5,0199873D@0586
24,01999T9M@0586
16,02-007282@0149
1,02-337963@0124
1,02-7070234@0317
2,02-7091376@0317
17,02008546@0586
7,01231300@0278
1400,01252-31450@1563
4,0126-0049@1098
16,01402.0913@0612
1,014278400S@0167
3,01435-20812@0612
4,014635000@1954
8,01513-50822@0217
4,0154624120@0211
75,01590-12427@1563
4,016.08.1240@0612
9,3643326M1@2339
8,3643366M1@2339
2,3647563M1@2339
2,3647644M92@2339
2,3649659M1@2339
1,3650001M91@2339
3,3650218M1@2339
2,3651176M91@2339
5,3652267M1@2339
2,3654562M91@2339
1,3659416M1@2339
4,3659492M1@2339
1,3685038M91@2339
3,3697178M1@2339
3,3700296M1@2339
3,3705386M1@2339
7,3706563M1@2339
2,3706953M91@2339
1,3707434M1@2339
24,371096X1@2339
3,3714043M1@2339
2,3715439M1@2339
3,3718045M1@2339
300,01602-27783@1563
17,01603.3195@0612
60,01640-24260@1563
3124,01643-31845@1563
2,017001-00069@0612
2,017002-00051@0612
1,017002-00054@0612
182,01890002@0104
2,0190233505@0211
3,0190250020@0211
14,019028-12@0104
15,01HP-1@0104
3,01N0336079R91@1972
1,1016157@2002
11,1016347@0161
5,1016601@0161
8,1016750@0161
5,1017-21550-01@0140
1,1017380@0161
6,1017479@0161
4,1017600@0161
3,1018328@0161
9,1018376@0161
3,3732852M1@2339
4,3754293M1@2339
1,3755778M91@2339
12,368277X1@2339
50,369035X91@2339
2,3705021M1@2339
2,3705467M1@2339
2,3707402M1@2339
2,3707770M1@2339
4,371066X1@2339
5,3714166M1@2339
2,3714441M1@2339
2,3715440M1@2339
5,3718345M1@2339
7,3734909M1@2339
2,3736219M1@2339
1,3754387M1@2339
3,3754585M91@2339
1,3754887M1@2339
3,3755854M1@2339
3,3757824M91@2339
1,3762816M91@2339
4,3764247M1@2339
2,3764253M1@2339
2,3764910M1@2339
3,3777029M1@2339
2,3777885M1@2339
3,3791512M91@2339
5,3815774M1@2339
27,364077X1@2339
1,3642238M1@2339
11,3642391M1@2339
4,3642690M1@2339
2,3643364M91@2339
32,3644528M91@2339
1,3648760M91@2339
4,364876X1@2339
2,3649025M93@2339
2,3649650M91@2339
2,3649654M91@2339
15,365650X1@2339
8,368150X1@2339
26,368445X1@2339
20,369359X1@2339
2,3699093M93@2339
3,3704320M91@2339
1,1018635@0161
5,1018653@0161
9,101917@0009
6,101917601@2130
2,102004301@2130
5,1021010B@0113
4,1021224@0161
40,10215@0043
1,102154@0291
1,10217300@0278
7,1022336@0161
20,102253@1630
11,102267601@2130
1,1023408@0161
8,1023591@0161
24,1023933@0161
9,102436@1630
1,102456601CC@0211
10,102467301CC@0211
35,1026019@0161
40,1026215@0161
4,1026374@0161
8,102644701CC@0211
9,1026516@0153
1,3705499M91@2339
2,3706435M1@2339
4,3706714M1@2339
22,3706719M1@2339
1,3706888M91@2339
1,3706974M91@2339
2,3707621M91@2339
1,3711158M92@2339
1,3713834M92@2339
6,4000419M91@2339
10,406381C1@2339
9,4156574V@2339
3,446328M1@2339
50,48131PF@2339
78,48407PF@2339
5,501151D1@2339
1,5016106M1@2339
3,5016858M1@2339
28,5016981M1@2339
16,5016996M1@2339
3,5017181M1@2339
4,509612M92@2339
10,5127416V@2339
5,102656301CC@0211
2,102661202@2130
2,102664001@2130
1,1026764@0161
2,1026939@0161
2,1027079@0161
1,102720@1630
3,1027336@0161
2,102770-001-S@0104
1,102798101CC@0211
1,102832@1630
2,10285024@0278
2,1028709C1@0096
5,1029894@0161
3,102X2@0104
1,103010X@0009
2,103039@0165
1,103061X@0009
261,103071@0151
13,1030SPL2-0/10@2153
2,1031824C1@0096
3,103238@1630
45,103324@1630
121,103326@1630
9,523704M1@2339
1,528200M91@2339
4,540-084@2339
4,543817M1@2339
1,586961M92@2339
2,588382M92@2339
2,605635A@2339
4,700121377P@2339
2,7003881M1@2339
4,7015-109@2339
6,706871M1@2339
30,71140441V@2339
4,3757128M1@2339
4,3759091M1@2339
1,3763766M91@2339
2,3771935M91@2339
3,3777878M1@2339
3,3778302M1@2339
3,3778459M1@2339
4,3778584M1@2339
3,3780081M91@2339
3,3791661M1@2339
250,37C225BC5Z@2339
3,103440@1630
5,103517@1630
88,10386@0161
1,103890@0009
9,10401403@0066
1,104027@1630
1,1040916B@0161
1,104098@1630
6,1041195@0161
3,1042-08240-15@0140
6,104229@1630
1,104336@1630
4,104571@1630
2,10459020@0023
9,104769@1630
4,104894@0009
31,104901@1630
2,104937@1630
24,105123@1630
1,105314@1630
32,10541@0161
2,105418@1630
5,105431@1630
67,105481@1630
46,3815741M1@2339
10,390833X1@2339
2,4000269M1@2339
1,40-3903052@2339
6,41-0099@2339
2,4142X104@2339
5,421592M1@2339
4,428411M1@2339
5,43-0241@2339
8,4812347V@2339
2,5015996M93@2339
6,5016091M1@2339
4,5016095M1@2339
2,5016690M91@2339
5,5016741M91@2339
4,3759880M1@2339
7,3771940M91@2339
3,3780590M1@2339
13,378292X1@2339
3,3790058H91@2339
3,3792165M1@2339
2,3809092M94@2339
3,3900334M91@2339
2,3901127M11@2339
12,393580X1@2339
4,4260449M1@2339
2,4266954M91@2339
6,440348M1@2339
2,476290M91@2339
81,47766PF@2339
7,5002310M1@2339
25,5015697M1@2339
1,5016088M1@2339
10,5017423M1@2339
125,506787M1@2339
2,5123273V@2339
3,532031M93@2339
1,535223M92@2339
16,536516M1@2339
28,544368M91@2339
10,578646M1@2339
2,3714430M1@2339
3,3717954M1@2339
8,372821X1@2339
14,3731503M1@2339
27,3734880M1@2339
7,105575@1630
11,1056-08287-03@0140
60,105667@1721
4,105728@1630
2,105754@1721
4,105919@1630
92,105977@1630
4,106-103-360@1645
44,106110@0009
5,10615363@1972
1,106205@1630
5,106284@0009
9,106410@1630
76,106497@0005
4,106877@1630
20,106899H45@1563
2,107216@0009
4,107456@1630
1,1077-05849-04@0140
1,0734-310-102@1623
5,0734-317-252@1623
6,07433-71042@1563
2,07440-66371@1566
45,3736170M1@2339
5,3754518M1@2339
4,3754884M1@2339
2,3755785M91@2339
1,3759137M91@2339
6,3759889M1@2339
3,3764303M1@2339
2,3765072M1@2339
28,377729X1@2339
1,3777889M1@2339
2,3778560M1@2339
2,3779448M1@2339
6,3791748M1@2339
2,3792171M1@2339
4,380035X1@2339
3,3814591M1@2339
40,3907914M1@2339
4,392241X1@2339
2,4000441M91@2339
12,421139M1@2339
4,426294M92@2339
3,3553282M92@2339
2,3553459M91@2339
3,07446-66040@1563
4,0750-108-024@1623
3,0750-115-109@1623
1,0750-116-136@1623
2,0750-116-233@0612
22,0750-117-221@0612
4,0750-117-401@1623
4,0750-118-072@1623
68,07583003@0091
4,076015100@1954
8,076293@0043
4,0778-04052-N@0211
2,0783-04061-M@0211
2,078801200@1954
7,0795016342@1758
1,07978001@0104
1,07G039527@1972
38,08014AN995AS0020@0317
1,08050-04120@1566
4,08055-10811@1563
30,03.75510.017.0@0885
7,03037300@0278
8,3555751M93@2339
1,3556509M91@2339
5,3556884M91@2339
1,3557281M92@2339
2,3557822M1@2339
2,3559636M91@2339
4,3559730M92@2339
2,3581372M11@2339
44,3582511M1@2339
3,3595694M92@2339
7,3597144M91@2339
1,3598184M1@2339
3,3600293M1@2339
6,3612868M91@2339
9,361343X1@2339
3,3615610M1@2339
2,3618026M91@2339
6,3618401M1@2339
2,3619745M1@2339
4,3632059M1@2339
11,3632072M1@2339
2,3632424M91@2339
10,3632507M91@2339
2,0309007@2002
2,0309702@2002
1,031-300-060-612@2267
3,0310007@2002
3,03460086@1490
2,036372-08Q@0211
1,03703700@0278
400,03731063@0104
186,03732054@0104
820,03738037@0104
1,03752200@0278
2,04-9002532@0317
1,04000-00515@1563
1,04037000R@0278
1,04053500@0278
8,04056500@0278
1,04065-01254@1563
2,04065-09530@1566
1,04071-00120@1566
2,04101-21086@1563
2,0413512@2002
2,042@1743
3,044996@0111
3,3633434M1@2339
5,3532027M1@2339
2,3532628M91@2339
10,3533895M91@2339
2,3534674M2@2339
3,3534943M92@2339
2,3535984M1@2339
2,3536198M91@2339
5,3536809M1@2339
2,3537339M2@2339
1,3538549M1@2339
500,353892X1@2339
2,3539336M92@2339
2,3540859M1@2339
5,3541153M91@2339
6,3541349M91@2339
2,3541605M91@2339
6,3542416M92@2339
3,3542789M1@2339
1,3544971M92@2339
8,3546657M1@2339
1,3547635M91@2339
5,3552096M1@2339
7,0730-513-689@1623
7,0730-513-695@1623
2,0732-042-316@0612
1,07325-00400@1563
3,0735-371-732@1623
5,0736-101-334@0612
2,0737-502-030@1623
1,0750-117-497@1623
1,0750-147-136@0612
1,0750-147-228@1623
2,07530116@1578
1468,07740001@0104
4,0778-04060-N@0211
5,0783-04040-M@0211
2,0783-04061-M@2136
6,07832-00614@1566
1,078941700@1954
4,08-2123-10@0153
5,080-8928@1856
144,08016AN990AQ0012@0317
3,08056301@0278
7,08070600@0278
4,3555146M91@2339
13,3557661M91@2339
2,3558630M92@2339
1,356398X1@2339
12,3542169M2@2339
3,3547061M1@2339
5,3548322M1@2339
10,3548930M1@2339
1,3549426M1@2339
2,3554602M93@2339
1,3555116M91@2339
7,3555551M2@2339
2,3555980M2@2339
3,3556034M92@2339
4,3556560M91@2339
3,3556737M3@2339
2,3557143M2@2339
2,3557937M1@2339
1,3558086M2@2339
3,3558595M92@2339
2,3559644M91@2339
96,357516X1@2339
2,3581988M1@2339
1,3582606M2@2339
1,3583938M2@2339
1,3595065M2@2339
10,3597739M1@2339
9,3605246M1@2339
2,3613833M1@2339
1,3617288M1@2339
3,3634086M91@2339
1,3635610M1@2339
2,3642373M1@2339
3,3642455M1@2339
3,3642475M1@2339
4,3642505M1@2339
6,3643328M1@2339
7,3643334M91@2339
7,364363X1@2339
2,3647088M93@2339
2,3647669M1@2339
2,3648017M92@2339
2,3648977M91@2339
7,3649053M1@2339
2,3649987M1@2339
2,3650002M93@2339
2,3650289M91@2339
4,3651198M1@2339
7,365504X1@2339
1,3658397M92@2339
100,367092X1@2339
7,3702827M1@2339
4,3703912M1@2339
1,3705008M1@2339
1,3706253M1@2339
3,3706314M1@2339
1,3545899M91@2339
4,3547071M1@2339
3,3547847M1@2339
13,3548040M1@2339
2,3548472M91@2339
12,3549084M1@2339
2,3549228M92@2339
3,3551121M91@2339
6,3552670M91@2339
3,3554216M91@2339
1,3554899M1@2339
3,3557514M3@2339
2,3557808M2@2339
8,3558243M1@2339
2,3559631M91@2339
3,3559762M1@2339
3,3580342M2@2339
1,3589492M91@2339
9,3595767M91@2339
10,3596643M91@2339
5,3596929M1@2339
2,3598719M91@2339
1,3613222M91@2339
8,3614529M91@2339
2,3615354M3@2339
5,3616272M92@2339
1,3581517M1@2339
4,3583000M1@2339
1,3583480M1@2339
89,359429X1@2339
10,3598660M1@2339
2,3605121M1@2339
2,3609806M91@2339
2,3614275M92@2339
2,3615310M1@2339
1,3618770M1@2339
2,3619911M1@2339
2,3632510M1@2339
25,3632862M91@2339
3,3634079M91@2339
1,3634146M91@2339
1,3635531M1@2339
3,3636447M1@2339
1,3636795M1@2339
3,3636885M1@2339
4,3636900M1@2339
3,3642402M1@2339
4,3642461M1@2339
16,3644219M1@2339
2,3647087M92@2339
3,3647373M1@2339
2,3647909M91@2339
2,3540588M91@2339
100,354114X1@2339
3,3541690M1@2339
2,3542387M91@2339
4,354584X1@2339
4,3546718M91@2339
6,3548730M91@2339
2,3549446M91@2339
38,3550874M2@2339
6,3552598M1@2339
6,3552709M1@2339
1,3554159M94@2339
1,3556912M91@2339
4,3558242M1@2339
2,3558658M3@2339
2,3558933M3@2339
6,356501X1@2339
100,357078X1@2339
2,3580142M1@2339
2,3581623M1@2339
10,3581776M1@2339
10,360292X1@2339
3,3617290M1@2339
4,3618638M1@2339
2,3632907M1@2339
2,3632913M1@2339
2,3648164M91@2339
2,3649792M91@2339
2,3650003M92@2339
7,365091X1@2339
3,3655682M1@2339
2,3655884M1@2339
6,3699452M91@2339
6,3705529M91@2339
1,3706037M1@2339
6,3706317M1@2339
6,3706799M1@2339
2,3707052M94@2339
3,3712283M1@2339
1,3713100M1@2339
2,3713223M3@2339
3,3716391M1@2339
1,3717554M1@2339
4,3719010M1@2339
13,3719502M1@2339
3,3725030M1@2339
1,3727428M1@2339
8,3732667M1@2339
10,3733990M1@2339
3,3754951M1@2339
1,3755714M1@2339
2,3760234M91@2339
1,3619223M1@2339
6,3632214M1@2339
13,3632694M1@2339
5,3632818M1@2339
11,3632944M1@2339
8,3636111M1@2339
8,3636436M1@2339
4,3636851M1@2339
4,3636852M1@2339
4,3636854M1@2339
12,3642305M1@2339
1,3642427M1@2339
1,3642903M1@2339
1,3643044M91@2339
1,3643162M91@2339
20,3643769M1@2339
2,3647227M91@2339
4,364860X1@2339
1,3648712M91@2339
20,3649612M91@2339
2,3649870M91@2339
4,3650217M1@2339
2,3653641M1@2339
3,3658893M91@2339
2,3661174M91@2339
3,3681V001@2339
2,3557919M93@2339
4,3558245M2@2339
10,3558600M1@2339
2,3558831M93@2339
4,3580592M92@2339
2,3583683M1@2339
1,3595011M93@2339
1,3596417M91@2339
9,3598683M1@2339
1,3605028M1@2339
70,3610026M91@2339
1,3615180M0B@2339
2,3618647M2@2339
6,3632876X1@2339
4,3633272M1@2339
6,3634145M91@2339
1,3635528M1@2339
28,3636445M1@2339
4,3636866M1@2339
4,3636899M1@2339
2,3642459M1@2339
2,08113-02446@1563
2,08125-22400@1563
1,01226900R@0278
18,01238100@0278
2,012893100@1954
6,013011473@0612
25,013342-1@0104
1,0140-11903@1981
16,01460017@0104
6,01602-22472@1563
5,016102629@0612
250,01643-31645@1563
76,01643-32060@0612
2,017002-00049@0664
4,018330-32B@0211
5,019-1501-6-6@0208
10,01903-001@0104
2,02-001-081@1490
25,02-001-268@1490
1,02-500-038@1490
8,02-7023299@0317
2,02/X10@1604
9,0200-011@0382
3,3642467M1@2339
2,3643075M91@2339
16,3643309M1@2339
4,3643444M1@2339
30,3643981M1@2339
1,3707699M1@2339
3,3707743M1@2339
1,3713515M91@2339
3,3714231M2@2339
3,3714461M2@2339
4,3718355M1@2339
5,3727429M1@2339
5,3730292M1@2339
8,3736116M1@2339
3,3754385M1@2339
1,3755700M1@2339
3,3755810M1@2339
52,3756076M1@2339
2,3760530M91@2339
2,3763105M92@2339
3,3777971M1@2339
1,3779082M1@2339
1,3790479M92@2339
3,3814712M1@2339
2,3815813M91@2339
1,4000225M91@2339
4,400552X1@2339
15,40V0019721@2339
16,43-0196@2339
5,5015538M3@2339
3,5016220M91@2339
2,3618630M92@2339
2,3632119M1@2339
2,3632536M92@2339
7,3632814M1@2339
6,3633171M1@2339
1,3634004M91@2339
4,3634137M1@2339
1,3634459M1@2339
1,3642446M91@2339
6,3642474M1@2339
2,3642499M91@2339
16,3643347M1@2339
20,3643767M1@2339
2,3647263M91@2339
1,3647869M92@2339
8,3649214M91@2339
2,3649655M91@2339
2,3650000M1@2339
6,3650696M1@2339
6,3650816M1@2339
33,3650969M1@2339
5,3652266M1@2339
2,3653192M92@2339
2,3658564M92@2339
100,367873X1@2339
1,3706151M1@2339
1,3600226M1@2339
600,360097X1@2339
1,3609789M91@2339
2,3611416M91@2339
8,3632023M1@2339
1,3632521M91@2339
6,3632722X1@2339
5,3632793M1@2339
91,3633208M1@2339
4,3634006M91@2339
3,3634101M1@2339
11,3634199M1@2339
4,3636002M91@2339
4,3636175M1@2339
4,3642488M1@2339
10,3647833M91@2339
2,3648766M91@2339
3,3649124M91@2339
3,3649210M91@2339
2,3650004M91@2339
1,3651804M91@2339
200,365855X1@2339
2,366339X91@2339
14,366812X1@2339
1500,366871X1@2339
30,367839X1@2339
5,3764306M1@2339
3,3777964M1@2339
2,3778760M1@2339
11,3781064M2@2339
4,3783433M14@2339
1,3790486M1@2339
2,3813550M92@2339
5,3814504M1@2339
6,3900257M91@2339
1,3902413M1@2339
1,3902805M91@2339
73,392894X1@2339
2,3942170M91@2339
2,4000331M1@2339
2,440742M91@2339
19,443645M1@2339
2,4757340V@2339
4,476863M1@2339
150,47810PF@2339
1,5015454M1@2339
3,5015486M1@2339
6,5015625M1@2339
3,5015915M2@2339
1,5016078M1@2339
4,5016855M1@2339
5,5017229M1@2339
3,3633437M1@2339
3,3634078M91@2339
6,3634148M91@2339
3,3635970M91@2339
2,3636039M91@2339
88,3636813M1@2339
5,3643067M1@2339
2,3643194M1@2339
1,3643280M1@2339
4,3647133M92@2339
2,3647461M91@2339
2,3647787M1@2339
5,3647938M91@2339
5,3649014M91@2339
